1.022265802540127222e+00,4.744352100589660504e-01,-2.739152962405806413e-01,-6.256880521842088372e-02,-3.575684931157433466e-01,-3.886739998996763812e-01
1.001756136114626550e+00,4.649419320092010310e-01,-2.685754070513682867e-01,-6.171387288397422316e-02,-3.501958095318841724e-01,-3.803625320624661188e-01
9.816610027478602785e-01,4.556376861364284103e-01,-2.633354207078743570e-01,-6.081067785141132387e-02,-3.430620238704770730e-01,-3.723545005031140276e-01
9.619718314324484654e-01,4.465188149822824082e-01,-2.581937425674387110e-01,-5.988178117572604681e-02,-3.361278380962468559e-01,-3.646003065308587310e-01
9.426802807028797915e-01,4.375816863467948403e-01,-2.531487132509093185e-01,-5.894135391737129887e-02,-3.293687871904095732e-01,-3.570666625525731330e-01
9.237781519672219055e-01,4.288227560409198502e-01,-2.481987458770828492e-01,-5.799782326235694563e-02,-3.227691551951994420e-01,-3.497314912756500638e-01
9.052574299047549955e-01,4.202385353867185147e-01,-2.433422545343090215e-01,-5.705629710085788342e-02,-3.163180876572330158e-01,-3.425792907767521434e-01
8.871102702598987477e-01,4.118255977227279208e-01,-2.385776689753938418e-01,-5.611995774911615609e-02,-3.100075497804801739e-01,-3.355984716830150982e-01
8.693289964825162697e-01,4.035805780777378393e-01,-2.339034347490979437e-01,-5.519082639483084002e-02,-3.038312404692088964e-01,-3.287798911010028080e-01
8.519060963113278540e-01,3.955001727163583447e-01,-2.293180133950569466e-01,-5.427019828751569047e-02,-2.977839847879701352e-01,-3.221160157897497989e-01
8.348342183265394789e-01,3.875811385813682786e-01,-2.248198826827087216e-01,-5.335890176784324757e-02,-2.918613760700435877e-01,-3.156004233605553821e-01
8.181061684936389300e-01,3.798202926535922397e-01,-2.204075368780289146e-01,-5.245745921340180806e-02,-2.860595549692606654e-01,-3.092274923534385489e-01
8.017149067166361442e-01,3.722145112464505523e-01,-2.160794870247306487e-01,-5.156619090708366299e-02,-2.803750673096890855e-01,-3.029922024060112129e-01
7.856535434157598807e-01,3.647607292493236231e-01,-2.118342612291068128e-01,-5.068528421420297192e-02,-2.748047692548674092e-01,-2.968900011624076574e-01
7.699153361418148434e-01,3.574559393313662681e-01,-2.076704049398749030e-01,-4.981484076998980021e-02,-2.693457619693018779e-01,-2.909167130555952996e-01
7.544936862369652220e-01,3.502971911153123785e-01,-2.035864812162636317e-01,-4.895490915158262624e-02,-2.639953452561594749e-01,-2.850684751250471827e-01
7.393821355496221770e-01,3.432815903290975523e-01,-1.995810709791719650e-01,-4.810550758985773778e-02,-2.587509837390827294e-01,-2.793416906851056147e-01
7.245743632093492037e-01,3.364062979416945764e-01,-1.956527732415760668e-01,-4.726663959998482489e-02,-2.536102815275864675e-01,-2.737329949663021567e-01
7.100641824662041746e-01,3.296685292883893004e-01,-1.918002053154780062e-01,-4.643830442501339917e-02,-2.485709627329277804e-01,-2.682392288579138473e-01
6.958455375976956292e-01,3.230655531897607124e-01,-1.880220029936111037e-01,-4.562050359835298496e-02,-2.436308560896902620e-01,-2.628574181424569445e-01
6.819125008854878267e-01,3.165946910678398285e-01,-1.843168207048735407e-01,-4.481324457345345347e-02,-2.387878825084515655e-01,-2.575847564378211385e-01
6.682592696631333151e-01,3.102533160622795161e-01,-1.806833316430679626e-01,-4.401654214656280928e-02,-2.340400447609440326e-01,-2.524185906224439835e-01
6.548801634354167733e-01,3.040388521488309737e-01,-1.771202278690117149e-01,-4.323041825406106348e-02,-2.293854187527847310e-01,-2.473564079118844017e-01
6.417696210693187853e-01,2.979487732620037521e-01,-1.736262203864611942e-01,-4.245490062501566797e-02,-2.248221460126463567e-01,-2.423958240384637419e-01
6.289221980561539027e-01,2.919806024234191111e-01,-1.702000391925858058e-01,-4.169002069168062374e-02,-2.203484271465892264e-01,-2.375345721927709930e-01
6.163325638440786403e-01,2.861319108770911113e-01,-1.668404333039497089e-01,-4.093581109386078970e-02,-2.159625160885276507e-01,-2.327704925368321576e-01
6.039954992398739453e-01,2.804003172326265947e-01,-1.635461707591148173e-01,-4.019230305146353349e-02,-2.116627150332432428e-01,-2.281015222062772185e-01
5.919058938786888602e-01,2.747834866171491308e-01,-1.603160385990916315e-01,-3.945952382087894450e-02,-2.074473699744342481e-01,-2.235256857915324247e-01
5.800587437602806595e-01,2.692791298365889152e-01,-1.571488428269322002e-01,-3.873749439510319748e-02,-2.033148667924397635e-01,-2.190410863326404112e-01
5.684491488501470791e-01,2.638850025468547078e-01,-1.540434083477968952e-01,-3.802622755585669673e-02,-1.992636278486214496e-01,-2.146458968844968673e-01
5.570723107438826371e-01,2.585989044353050326e-01,-1.509985788908397297e-01,-3.732572633985703492e-02,-1.952921090491198386e-01,-2.103383527143177500e-01
5.459235303930292105e-01,2.534186784128345526e-01,-1.480132169142451826e-01,-3.663598294217411400e-02,-1.913987973423198485e-01,-2.061167441858463845e-01
5.349982058906648241e-01,2.483422098168340253e-01,-1.450862034947275336e-01,-3.595697804808056786e-02,-1.875822086137372557e-01,-2.019794103695085330e-01
5.242918303149720627e-01,2.433674256252164880e-01,-1.422164382027648333e-01,-3.528868056120781221e-02,-1.838408859405688267e-01,-1.979247333981655199e-01
5.137999896290275093e-01,2.384922936816539496e-01,-1.394028389647961053e-01,-3.463104767985147880e-02,-1.801733981667602014e-01,-1.939511335673674564e-01
