-5.259546906371015407e-01,-2.033239990500259053e-01,1.995798664121964106e-01,1.549544024382503604e+00,-4.503450941271922581e-01,-6.540919264993890758e-01,4.775076522880437879e-02,6.325802800786233492e-03,5.680052747188142626e-03,-1.179416624684455628e-01,-3.251056998708801160e-02,-7.975103973417076164e-02,0.000000000000000000e+00
-5.275364328056636465e-01,-2.061060056316383615e-01,1.996497358722691406e-01,1.528184172056608059e+00,-3.837898394947283354e-01,-7.655070056771776654e-01,8.318517574867637099e-02,1.223604304493369418e-02,-4.696246115134491625e-03,-2.103032364900111750e-01,-6.852774189768030821e-02,-1.464717407074671018e-01,0.000000000000000000e+00
-5.286722359302059582e-01,-2.084780117440539482e-01,1.999439343010820658e-01,1.507018314777488266e+00,-3.226382215500755990e-01,-8.621977050416234079e-01,1.093707227200809706e-01,1.775448291791080491e-02,-2.193174540066383793e-02,-2.855771641228390667e-01,-1.041752076231587804e-01,-2.033337019003457202e-01,0.000000000000000000e+00
-5.295251706001369296e-01,-2.105133092417475205e-01,2.003347118752133726e-01,1.486185704649157779e+00,-2.657157208732582321e-01,-9.474290449050791763e-01,1.284072794944660090e-01,2.290039265652357020e-02,-4.163446141210716545e-02,-3.481583595882992155e-01,-1.377044435471662664e-01,-2.520883774532407529e-01,0.000000000000000000e+00
-5.301874585093286907e-01,-2.122599823092126969e-01,2.007536183189300993e-01,1.465754641474197095e+00,-2.121615496241863186e-01,-1.023451830363885984e+00,1.416919088700259177e-01,2.769456632362798931e-02,-6.147842121672188187e-02,-4.006886314363027335e-01,-1.682844389323625012e-01,-2.938826137206628775e-01,0.000000000000000000e+00
-5.307170847806964575e-01,-2.137533478224877270e-01,2.011605847121257507e-01,1.445760592841115688e+00,-1.613585664311384671e-01,-1.091839838308708011e+00,1.501877109940150112e-01,3.215621023994492261e-02,-8.012356201645073894e-02,-4.449503805690243619e-01,-1.955151003416327471e-01,-3.295588422438431864e-01,0.000000000000000000e+00
-5.311535119679228201e-01,-2.150215668934036539e-01,2.015307857810254288e-01,1.426221558396716604e+00,-1.128587444030048487e-01,-1.153729175785397576e+00,1.545883872395178715e-01,3.630360617741403700e-02,-9.675805025783262847e-02,-4.822559308509101750e-01,-2.192243029864732184e-01,-3.597896781222708062e-01,0.000000000000000000e+00
-5.315251811934242898e-01,-2.160882749339859688e-01,2.018483231406740241e-01,1.407145533408568960e+00,-6.633145462316819563e-02,-1.209966497659570761e+00,1.554148137234251659e-01,4.015413717064422738e-02,-1.108782521996054676e-01,-5.136318422960659547e-01,-2.393694586890062481e-01,-3.851406358066667979e-01,0.000000000000000000e+00
-5.318534447116460839e-01,-2.169739580298921111e-01,2.021029030764394385e-01,1.388534401433426879e+00,-2.152938068668056731e-02,-1.261201224475553717e+00,1.530732406224961095e-01,4.372431656203804029e-02,-1.221731419514839739e-01,-5.399152977833685529e-01,-2.559856728415328964e-01,-4.061027668933217538e-01,0.000000000000000000e+00
-5.321547963291736183e-01,-2.176967357087836730e-01,2.022879485423134671e-01,1.370386123448391169e+00,2.173409365203763516e-02,-1.307944490797452897e+00,1.478916899601935286e-01,4.702981929434606884e-02,-1.304586930723477811e-01,-5.618087192969897226e-01,-2.691562922886320264e-01,-4.231111200807076700e-01,0.000000000000000000e+00
-5.324422238162401788e-01,-2.182728405546639494e-01,2.023994547405600919e-01,1.352696048325595646e+00,6.360024301316408168e-02,-1.350608035329035950e+00,1.401435441892284195e-01,5.008551464764641331e-02,-1.356381598766841778e-01,-5.799129448286499677e-01,-2.789951099359428976e-01,-4.365559947693932741e-01,0.000000000000000000e+00
-5.327260774650667274e-01,-2.187169326821956084e-01,2.024352568349837289e-01,1.335457739401110899e+00,1.041757376489719777e-01,-1.389530646670654512e+00,1.300633072030864257e-01,5.290549977249496549e-02,-1.376766925702691824e-01,-5.947486570515414517e-01,-2.856350596736629832e-01,-4.467902899481497325e-01,0.000000000000000000e+00
-5.330146565133094816e-01,-2.190423190809970277e-01,2.023945394284382970e-01,1.318663519325141920e+00,1.435403831433780808e-01,-1.424996642870870023e+00,1.178573925244811721e-01,5.550313350093789844e-02,-1.365843515610264958e-01,-6.067710027796692218e-01,-2.892207369201444944e-01,-4.541346174205531661e-01,0.000000000000000000e+00
-5.333146228126720567e-01,-2.192611153911483424e-01,2.022774949427466051e-01,1.302304842937068718e+00,1.817528751659977237e-01,-1.457249093134311391e+00,1.037116347172715863e-01,5.789107002559886611e-02,-1.324042898901367504e-01,-6.163800683290446836e-01,-2.899032868389224693e-01,-4.588810713802609631e-01,0.000000000000000000e+00
-5.336313040942252117e-01,-2.193843712728243966e-01,2.020850776564661055e-01,1.286372560793175746e+00,2.188552114389946679e-01,-1.486499467752955939e+00,8.779656821468731498e-02,6.008129212720533102e-02,-1.252042537249181686e-01,-6.239287218146409852e-01,-2.878368209220400487e-01,-4.612961546175211591e-01,0.000000000000000000e+00
