5.680052747188142348e-01,-1.179416624684455606e+01,-3.251056998708801160e+00,-7.975103973417075665e+00,-2.125230241239293605e+00,7.325368147110655315e+00,-1.304931509010902602e+01,4.775076522880437935e+00,6.325802800786233249e-01
-1.037629886232263487e+00,-9.236157402156560892e+00,-3.601717191059229606e+00,-6.672070097329632077e+00,-2.135985232589558525e+00,6.655525463246393159e+00,-1.114150791777885985e+01,3.543441051987199497e+00,5.910240244147459965e-01
-1.723549928552934318e+00,-7.527392763282787058e+00,-3.564746572547846881e+00,-5.686196119287862061e+00,-2.116585727911968640e+00,6.115161794465270972e+00,-9.669069936444568469e+00,2.618554697140459186e+00,5.518439872977108918e-01
-1.970271601144332863e+00,-6.258119546546012657e+00,-3.352923592400747665e+00,-4.875467555289505484e+00,-2.083261012833057091e+00,5.692250067681733583e+00,-8.523133986345577284e+00,1.903655677438503613e+00,5.145909738612767237e-01
-1.984395980461471254e+00,-5.253027184800352245e+00,-3.057999538519624139e+00,-4.179423626742211795e+00,-2.043106317496066193e+00,5.355417124907189574e+00,-7.602278545880680305e+00,1.328462937555991985e+00,4.794173667104419390e-01
-1.864514079972884986e+00,-4.426174913272161504e+00,-2.723066140927024037e+00,-3.567622852318033111e+00,-1.999404863308148261e+00,5.080298319304784371e+00,-6.838800794482205347e+00,8.495802123989104615e-01,4.461643916316935798e-01
-1.663448824138189508e+00,-3.730555028188582867e+00,-2.370920264484047024e+00,-3.023083587842760878e+00,-1.953903444439904380e+00,4.849982202813361454e+00,-6.188933747668950325e+00,4.400676245502848083e-01,4.147395937469112726e-01
-1.412020194177284083e+00,-3.137591144515578634e+00,-2.014515570253301746e+00,-2.535095768439601827e+00,-1.907602498814770842e+00,4.652728977983664471e+00,-5.623732187417315842e+00,8.264264839072854585e-02,3.850530993230191212e-01
-1.129488975187850741e+00,-2.628345548730255388e+00,-1.661621415252662715e+00,-2.096213108665493152e+00,-1.861113197514200346e+00,4.480207393648762526e+00,-5.123472681598302714e+00,-2.341573100929053020e-01,3.570179391393809576e-01
-8.285551120863807739e-01,-2.189342151362113853e+00,-1.317061944709911003e+00,-1.700835318738590729e+00,-1.814827798503571454e+00,4.326347433871820414e+00,-4.674326632189921504e+00,-5.181550662302587540e-01,3.305502732308027714e-01
-5.179466804336385621e-01,-1.810422553166026738e+00,-9.838817647310857950e-01,-1.344487468868559077e+00,-1.769007512279550332e+00,4.186614936112644791e+00,-4.266354453158307081e+00,-7.748145770965111367e-01,3.055695353300344475e-01
-2.038532693585004552e-01,-1.483571222289146618e+00,-6.639949737720094447e-01,-1.023429517875644734e+00,-1.723830892448482643e+00,4.057549463580789606e+00,-3.892261134161863367e+00,-1.008023698614200603e+00,2.819985124848554681e-01
1.092341009242687733e-01,-1.202234572812775681e+00,-3.585677246481537850e-01,-7.344327472403442414e-01,-1.679422007596906852e+00,3.936464549440609861e+00,-3.546599620021549271e+00,-1.220591467860524970e+00,2.597633728442931833e-01
4.180061670889738679e-01,-9.609065549375408466e-01,-6.825499187779549004e-02,-4.746453959707803705e-01,-1.635867638807317670e+00,3.821249202261963518e+00,-3.225245026344128796e+00,-1.414575780720958242e+00,2.387936524660967674e-01
7.200036165218577366e-01,-7.548653485596350521e-01,2.066465916882407328e-01,-2.415083237260198246e-01,-1.593228214389296182e+00,3.710233627299692749e+00,-2.925037461864455679e+00,-1.591506650258427635e+00,2.190222101606466576e-01
1.013395970272947366e+00,-5.799995255758103596e-01,4.660963958492239101e-01,-3.269995115208779168e-02,-1.551545011043870215e+00,3.602096327207487736e+00,-2.643532789000585748e+00,-1.752542879397675391e+00,2.003851578210277817e-01
1.296829287834997402e+00,-4.326892497187282416e-01,7.102390289333406770e-01,1.539010091829418059e-01,-1.510845042743972577e+00,3.495798196945441916e+00,-2.378824346153696645e+00,-1.898584740713455954e+00,1.828217723622747592e-01
1.569318125689555643e+00,-3.097224779155940411e-01,9.393539938482682317e-01,3.202416539256853767e-01,-1.471144469546978639e+00,3.390534356085793011e+00,-2.129412530366443956e+00,-2.030356509499492645e+00,1.662743942738310332e-01
1.830166796364027348e+00,-2.082340522477785782e-01,1.153818949747181577e+00,4.681137943690574232e-01,-1.432451032249192124e+00,3.285697656692220470e+00,-1.894107479081164058e+00,-2.148467551128172559e+00,1.506883168500662284e-01
2.078910525354606520e+00,-1.256600956152897908e-01,1.354082285705699107e+00,5.991681440336282805e-01,-1.394765831127662725e+00,3.180849854804759236e+00,-1.671955222596094526e+00,-2.253457580674655958e+00,1.360116693782935093e-01
2.315270423146145617e+00,-5.970279948671475267e-02,1.540642229819574993e+00,7.149253938398709707e-01,-1.358084655158970921e+00,3.075697788652132392e+00,-1.462180902733698717e+00,-2.345829843898386446e+00,1.221952969100584957e-01
2.539118242869331965e+00,-8.302333366289271765e-03,1.714030659419591984e+00,8.167852500834742457e-01,-1.322398999037866174e+00,2.970072826972297353e+00,-1.264144712252078584e+00,-2.426074829850574321e+00,1.091926386991744630e-01
2.750448204623973325e+00,3.038634670963880069e-02,1.874800379447362886e+00,9.060341718862430227e-01,-1.287696861136217175e+00,2.863912488171104886e+00,-1.077307541985742079e+00,-2.494686430195452775e+00,9.695960694217199694e-02
2.949354027814820256e+00,5.801331598593550964e-02,2.023515027941234834e+00,9.838523158595586793e-01,-1.253963386289162374e+00,2.757243575849694928e+00,-9.012041940178461275e-01,-2.552172033739440238e+00,8.545446708836183791e-02
3.136009890779492437e+00,7.605116737847517072e-02,2.160741026455085034e+00,1.051320031702894120e+00,-1.221181397320472373e+00,2.650166483833210851e+00,-7.354225942979086827e-01,-2.599057777072127706e+00,7.463772068490256983e-02
3.310654431323015956e+00,8.581086330263465456e-02,2.287041165122156272e+00,1.109424129503460144e+00,-1.189331845259412601e+00,2.542840529887677281e+00,-5.795878219427326172e-01,-2.635889994373771916e+00,6.447199147608756453e-02
3.473577172508298005e+00,8.845639861711118712e-02,2.402969525862790334e+00,1.159064045262597986e+00,-1.158394198327586277e+00,2.435470306523381812e+00,-4.333500328794299694e-01,-2.663233778155995157e+00,5.492191527644919857e-02
3.625106943108704627e+00,8.501853815515847401e-02,2.509067521855145699e+00,1.201057959408756481e+00,-1.128346782807821747e+00,2.328293108251288768e+00,-2.963755368048113237e-01,-2.681669452280114996e+00,4.595403397607854268e-02
3.765601986671603285e+00,7.640776350450351195e-02,2.605860879746072278e+00,1.236148870430095137e+00,-1.099167084084833323e+00,2.221567522433160136e+00,-1.683404175627283283e-01,-2.691787655172242388e+00,3.753669390745862505e-02
3.895441534747883239e+00,6.342647747846230644e-02,2.693857422219815057e+00,1.265010590006514946e+00,-1.070832012937775746e+00,2.115563268086922299e+00,-4.892618656338387773e-02,-2.694183628784584172e+00,2.963994870031270296e-02
4.015018671366162195e+00,4.678046252071355049e-02,2.773545528878794464e+00,1.288253605008080172e+00,-1.043318140165564012e+00,2.010552344365923449e+00,6.218296153662561387e-02,-2.689451206550984352e+00,2.223546666995188104e-02
4.124734346918986105e+00,2.708956354686042900e-02,2.845393167388108324e+00,1.306430743077715118e+00,-1.016601901513799255e+00,1.906801516761750026e+00,1.653016549519148448e-01,-2.678176893132568459e+00,1.529644272144007819e-02
4.224992417547330348e+00,4.897559553353580952e-03,2.909847397517992817e+00,1.320042579582658693e+00,-9.906597743819488544e-01,1.804566131366780457e+00,2.607439188909053129e-01,-2.660934333129566731e+00,8.797514703241190309e-03
4.316195596271514390e+00,-1.931880454254741863e-02,2.967334259963090304e+00,1.329542531765858016e+00,-9.654684277010813220e-01,1.704085210986994170e+00,3.488230727018268862e-01,-2.638279378148613130e+00,2.714684107374821034e-03
4.398742208323288772e+00,-4.514163932593984185e-02,3.018258970689028153e+00,1.335341598308314115e+00,-9.410048465140580243e-01,1.605577755010506369e+00,4.298511595603868862e-01,-2.610745884182131160e+00,-2.974759014036796462e-03
4.473023647969720962e+00,-7.220458054201261966e-02,3.063006350504041464e+00,1.337812716923664436e+00,-9.172464330286439482e-01,1.509240139798184943e+00,5.041380778427333453e-01,-2.578842305698294979e+00,-8.292307065196151059e-03
4.539422439077631211e+00,-1.001862832766399203e-01,3.101941428642973619e+00,1.337294727158035990e+00,-8.941710861598648474e-01,1.415244498801778050e+00,5.719905479155835692e-01,-2.543049099826857784e+00,-1.325830201845467661e-02
4.598310807537607126e+00,-1.288047003911938493e-01,3.135410168232739991e+00,1.334095938913719248e+00,-8.717572617716853323e-01,1.323737951590440387e+00,6.337110174108950833e-01,-2.503816913299739877e+00,-1.789199879201972335e-02
4.650049680626873183e+00,-1.578120918332742706e-01,3.163740270319356007e+00,1.328497318474289646e+00,-8.499840159417664243e-01,1.234842547791104028e+00,6.895965819320600820e-01,-2.461565495475074528e+00,-2.221162506813637721e-02
4.694988036328738623e+00,-1.869907023402377910e-01,3.187242021425425342e+00,1.320755312563079542e+00,-8.288310335970900944e-01,1.148655794537619457e+00,7.399379763123966613e-01,-2.416683261505414571e+00,-2.623443772740785898e-02
4.733462534206595684e+00,-2.161490399269187512e-01,3.206209157147058342e+00,1.311104337132577236e+00,-8.082786448086342057e-01,1.065251643159070838e+00,7.850186736054466374e-01,-2.369527418876026026e+00,-2.997677607348989484e-02
4.765797368262633782e+00,-2.451186859863617451e-01,3.220919720947326148e+00,1.299758961328912221e+00,-7.883078309050460808e-01,9.846818212212252730e-01,8.251141146026079731e-01,-2.320424566512684805e+00,-3.345411201929309603e-02
4.792304290936392874e+00,-2.737515692101309961e-01,3.231636902986545046e+00,1.286915818739835959e+00,-7.689002223849316087e-01,9.069774085107230599e-01,8.604910793632108978e-01,-2.269671676799191573e+00,-3.668109740121188594e-02
4.813282765674700592e+00,-3.019176391281963578e-01,3.238609848539103275e+00,1.272755278007485336e+00,-7.500380903960144341e-01,8.321505690774694264e-01,8.914072036157469903e-01,-2.217537375722561155e+00,-3.967160858242070598e-02
4.829020213124538330e+00,-3.295028801873408630e-01,3.242074429334909524e+00,1.257442903602300266e+00,-7.317043333217834178e-01,7.601963652041785480e-01,9.181106364920342822e-01,-2.164263443700026546e+00,-4.243878850000595837e-02
4.839792322806476754e+00,-3.564076132956601750e-01,3.242253974112426107e+00,1.241130735398290774e+00,-7.138824597879624978e-01,6.910945924857780920e-01,9.408398315495416497e-01,-2.110066468430842335e+00,-4.499508630405538862e-02
4.845863408044367659e+00,-3.825450381468473715e-01,3.239359956892252868e+00,1.223958413005285406e+00,-6.965565691822378502e-01,6.248115876385227363e-01,9.598234600161451580e-01,-2.055139590515251857e+00,-4.735229472988237293e-02
4.847486786961402672e+00,-4.078399759944898451e-01,3.233592643085307028e+00,1.206054167881656092e+00,-6.797113305790832838e-01,5.613019719025298393e-01,9.752804333828217764e-01,-1.999654292002646994e+00,-4.952158533749682207e-02
4.844905176535790226e+00,-4.322277785959550145e-01,3.225141694657227109e+00,1.187535703282509791e+00,-6.633319607806699159e-01,5.005103027905353219e-01,9.874200215962183336e-01,-1.943762187032354483e+00,-5.151354174541777214e-02
4.838351090114147546e+00,-4.556533745844650873e-01,3.214186736284157853e+00,1.168510979245499293e+00,-6.474042020285666332e-01,4.423726154308730285e-01,9.964420529064412779e-01,-1.887596782016331076e+00,-5.333819097891755873e-02
4.828047231499677849e+00,-4.780704294706554780e-01,3.200897884849247532e+00,1.149078917179719994e+00,-6.319142998073924433e-01,3.868178418441559074e-01,1.002537181778534014e+00,-1.831275180245702572e+00,-5.500503304607884392e-02
4.814206880853318715e+00,-4.994405997720573476e-01,3.185436244823028673e+00,1.129330036258257675e+00,-6.168489810513962945e-01,3.337691022998390267e-01,1.005887211950370563e+00,-1.774899712273466879e+00,-5.652306884834280842e-02
